Word,Length,Age_Of_Acquisition,LDT
oriole,6,10,842.9519999999999
orioles,7,10,990.077
ornament,8,6.1,867.323
ornamental,10,9.74,999.731
ornamentation,13,11.11,1004.815
ornaments,9,6.1,741.4
ornate,6,10.22,799.5830000000001
ornery,6,10.27,880.3159999999999
ornithology,11,15.3,1109.231
orphan,6,6.94,699.697
orphanage,9,8.89,780.1
orphaned,8,7.9,710.8389999999999
orphans,7,6.94,706.333
orthodontic,11,11.68,905.607
orthodontics,12,10.79,928.161
orthodontist,12,10.26,923.133
orthodontists,13,10.26,987.8
orthodox,8,13.16,707.853
orthodoxy,9,14.78,867.333
orthographic,12,14.7,1104.231
orthography,11,14.42,1010.269
orthopedic,10,12.37,783.333
oscillate,9,14.13,875.7740000000001
oscillating,11,12.61,972.04
oscillation,11,14.6,872.143
oscillator,10,13.5,871.19
oscilloscope,12,15.75,1119
osmosis,7,12.5,744.125
osmotic,7,14.11,927.35
osprey,6,15.11,864.375
osseous,7,15.22,688
ossification,12,15.18,868
ostensible,10,16,885.143
ostentation,11,14.715,951.688
ostentatious,12,14.17,1037.895
osteopath,9,16.1,1031.1329999999998
osteoporosis,12,14.29,946.12
ostracism,9,14.73,886.6840000000001
ostrich,7,6.42,779.107
other,5,5.33,561.576
others,6,5.33,577.939
otherwise,9,8.289,672.7940000000001
otherworldly,12,11,976.519
otter,5,5.47,687.5830000000001
ottoman,7,10.94,883.238
ouch,4,2.417,675.091
ought,5,9.62,695.0740000000001
ounce,5,8.78,616.903
ounces,6,8.78,697.4689999999999
our,3,4.346,617.2940000000001
ours,4,4.602,668.4689999999999
ourselves,9,8.129,718.758
oust,4,12.71,670.625
ouster,6,13.07,797.1
out,3,3.28,531.8119999999999
outage,6,9.06,965.52
outback,7,9.89,577.8119999999999
outbid,6,12.39,822.154
outboard,8,11.08,746.414
outbound,8,9.95,679.031
outbreak,8,10.5,596.406
outbreaks,9,10.5,659
outbuilding,11,10.62,1015.032
outburst,8,11.25,712.242
outbursts,9,11.25,616.406
outcast,7,8.84,609.879
outcasts,8,8.84,712.7940000000001
outclass,8,9.67,771.3549999999999
outclassed,10,9.67,836.571
outcome,7,9.53,653.853
outcomes,8,9.53,610.471
outcry,6,10.11,804.4169999999999
outdated,8,9.89,733.514
outdistance,11,12.56,1351.35
outdo,5,10.06,804.5419999999999
outdoor,7,4.6,594.03
outdoors,8,4.747,568.156
outdrew,7,10.39,951.95
outer,5,7.32,648.333
outermost,9,11.5,840.7810000000001
outfield,8,7.44,665.606
outfielder,10,8.1,779.1030000000001
outfielders,11,8.1,927.194
outfight,8,11.47,757.107
outfit,6,7,634.333
outfitted,9,7,794.438
outfitter,9,14.16,753.2730000000001
outflank,8,13.07,790.3569999999999
outflow,7,11.76,733.719
outfought,9,11.47,957.941
outfox,6,10.89,798.4780000000001
outgo,5,11.8,854.1740000000001
outgoing,8,8.11,661.676
outgrow,7,6.94,700.091
outgrowth,9,11.47,713.471
outhouse,8,7.9,688.903
outing,6,7.95,708.645
outlandish,10,12,731.5
outlast,7,10.09,706.036
outlaw,6,6.33,623.971
outlawed,8,6.33,735.7880000000001
outlawry,8,13.43,976.889
outlaws,7,6.33,600.581
outlay,6,15.06,739.214
outlays,7,15.06,731.259
outlet,6,8.32,658.121
outlets,7,8.32,653.697
outline,7,8.74,594.618
outlined,8,8.74,688.576
outlines,8,8.74,746.394
outlining,9,8.74,818.2
outlive,7,8.43,868.029
outlived,8,8.43,896.531
outlook,7,10.65,571.594
outlying,8,11.4,899.0669999999999
outmaneuvered,13,12.26,1044.545
outmoded,8,15.8,970.588
outnumber,9,8.3,794.029
outnumbered,11,9.556,711.097
outpatient,10,11.79,758.121
outplay,7,10.47,734.8439999999999
outplayed,9,10.47,733.516
outpost,7,11.53,689.25
outposts,8,11.53,706.879
outpouring,10,10.67,778.0619999999999
output,6,10.72,604.438
outputs,7,10.72,711.9689999999999
outrage,7,9.9,651.1880000000001
outraged,8,9.15,683.2810000000001
outrageous,10,9.05,701.676
outrages,8,9.9,830.929
outran,6,8.42,850.9469999999999
outrank,7,10.61,778.0319999999999
outreach,8,12.56,723.387
outride,7,12,812.8619999999999
outrigger,9,11.41,926.2
outriggers,10,11.41,900.3639999999999
outrun,6,8.42,816.56
outs,4,3.28,692.5619999999999
outsell,7,10.95,790.8209999999999
outset,6,11.78,737.818
outshine,8,10.67,795.2940000000001
outside,7,3.579,551.6469999999999
outsider,8,9.35,626.429
outsiders,9,9.35,687.765
outsize,7,12.94,726.182
outsized,8,10.94,776.242
outskirts,9,10.55,720.6469999999999
outsmart,8,9.16,685.6669999999999
outsmarted,10,9.16,927.731
outspoken,9,11.5,636.618
outstanding,11,7.22,653.0880000000001
outstay,7,11.83,973.321
outstrip,8,12.41,826
outwear,7,8.65,676.0319999999999
outweigh,8,10.7,807.3119999999999
outwit,6,10.47,795.5
outwork,7,11.79,714.581
outworn,7,11.39,791.423
ova,3,12.29,812.333
oval,4,5.95,588.719
ovary,5,12.26,694.125
ovation,7,11.19,785.333
oven,4,5.67,598.765
ovens,5,5.67,594.161
over,4,5.572,578.9409999999999
overact,7,10.44,731.848
overactive,10,11.58,721.515
overage,7,12.3,843.04
overall,7,8.28,661.514
overalls,8,8.28,704.219
overarm,7,11,985
overawe,7,11.82,911.385
overbearing,11,11,761.333
overbid,7,9.78,748.257
overblown,9,9.39,798.656
overboard,9,8.771,605.71
overburden,10,11.89,750.9
overcame,8,8,759
overcast,8,9.05,689.743
overcharge,10,10.11,708.219
overcoat,8,8.95,691.171
overcoats,9,8.95,724.094
overcome,8,8,658.594
overcomes,9,8,707.333
overcoming,10,8,789
overcompensate,14,14.74,934.452
overcompensation,16,12.83,930.406
overconfident,13,11.53,885.724
overcooked,10,9,647.6880000000001
overcrowd,9,8.42,782.516
overcrowded,11,9.11,763.531
overcrowding,12,8.42,880.3119999999999
overdo,6,9.17,709.742
overdoing,9,9.17,720.257
overdone,8,9.17,711.742
overdose,8,11.74,740
overdraft,9,15,747.033
overdress,9,9.68,801.353
overdrive,9,11.37,642.625
overdue,7,7.78,659.8
overeager,9,10.24,1069.808
overeat,7,7.67,837
overeating,10,7.67,883.4669999999999
overemphasis,12,10.95,1037.941
overestimate,12,12.53,972.467
overestimated,13,12.53,923.552
overestimates,13,12.53,1029.6899999999998
overestimation,14,11.22,998.143
overexcited,11,11.18,905.515
overexpose,10,12.17,850.581
overfeed,8,9,878.3449999999999
overfill,8,7.79,718.4689999999999
overflow,8,6.44,627.5619999999999
overflowed,10,6.44,727.03
overflowing,11,6.44,826.5619999999999
overgrown,9,8.7,680.2810000000001
overhand,8,8.83,692.219
overhang,8,10.58,781.1880000000001
overhaul,8,11.3,699.212
overhead,8,9.138,686.5
overhear,8,8.37,688.676
overheard,9,8.37,625.375
overhearing,11,8.37,763.903
overheat,8,8.74,776.676
overheated,10,7.8,768.0619999999999
overheating,11,8.74,743.219
overkill,8,8.78,733.029
overland,8,10.67,761.03
overlap,7,9.05,612.4409999999999
overlapped,10,9.05,655.125
overlapping,11,10.33,683.3669999999998
overlaps,8,9.05,687.125
overlay,7,12.21,669.4119999999999
overload,8,9.5,603.6669999999999
overloaded,10,9.5,709.176
overlong,8,10.87,737.433
overlook,8,9.72,589.4119999999999
overlooked,10,9.72,660.091
overlooking,11,9.72,689.406
overlooks,9,9.72,660.3
overlord,8,12.63,702.2669999999999
overlords,9,12.63,724.207
overnight,9,5.063,679.219
overpaid,8,9.68,597.0609999999999
overpass,8,9,631.156
overpay,7,9.68,695.7810000000001
overpayment,11,13.11,744.265
overplay,8,10.65,675.419
overplayed,10,10.65,739.3119999999999
overpopulated,13,13.28,874
overpopulation,14,13.32,863.5
overpower,9,7.94,690.4409999999999
overpowered,11,7.94,681.2810000000001
overpowers,10,7.94,803.7740000000001
overpressure,12,11.61,866.379
overpriced,10,9.06,692.9409999999999
overprotective,14,9.52,976
overran,7,9.42,899.889
overrate,8,11.19,821.1940000000001
overrated,9,10.05,776.9
overreach,9,10.68,708.606
overreached,11,10.68,908.969
overridden,10,12.5,745.3449999999999
override,8,12.5,636.1880000000001
overriding,10,12.45,755.484
overrode,8,12.5,854.6519999999999
overrule,8,8.39,731.424
overrun,7,9.42,796.161
oversee,7,11,779.75
overseer,8,11.68,729.1030000000001
oversell,8,12.76,953.724
oversexed,9,15,797.7740000000001
overshadow,10,9.44,773.265
overshadowed,12,9.44,756.909
overshoot,9,10.89,729.382
overshot,8,10.89,705.909
oversight,9,11.28,631.879
oversimplification,18,12.22,1193.586
oversimplify,12,11.42,778.094
oversized,9,9.89,688.758
oversleep,9,9,653.059
overstatement,13,11.22,862.3669999999998
overstep,8,11.83,777.114
overstepping,12,11.83,886.633
overstock,9,12.47,665.161
overt,5,14.62,750.893
overtake,8,9.44,704.156
overtaken,9,9.44,659.156
overtax,7,11.17,783.2810000000001
overthrow,9,10.67,709.531
overthrown,10,10.67,699.714
overtime,8,9.39,599
overtone,8,14.06,630.848
overtones,9,14.06,728.406
overtook,8,9.44,676.559
overture,8,11.47,796.9309999999999
overtures,9,11.47,912.036
overturn,8,8.61,687.394
overturned,10,8.61,783.485
overturning,11,8.61,853.486
overweight,10,8.56,713.6469999999999
overwhelm,9,9.21,766.406
overwhelmed,11,9.21,652.871
overwhelming,12,9.94,688.1880000000001
overwork,8,10.78,716.4409999999999
overworked,10,9.67,691.5
overwritten,11,11.44,737.971
overwrought,11,14.87,848.444
ovulate,7,13.26,865.148
ovum,4,12.29,829.2860000000001
owe,3,8.61,640.607
owed,4,8.61,737.333
owes,4,8.61,702.531
owl,3,6.21,576.939
owlet,5,11.42,904.4
owls,4,6.21,612.621
own,3,5.209,602.382
owned,5,5.209,682.515
owner,5,7.5,624.576
owners,6,7.5,691.303
ownership,9,9.39,760.2330000000001
owning,6,5.209,700.5669999999999
owns,4,5.209,696.853
ox,2,4.72,689.5
oxcart,6,10,939.5
oxen,4,4.72,730.241
oxidation,9,13.16,805.968
oxide,5,14.53,673.2810000000001
oxides,6,14.53,738.2669999999999
oxidization,11,14,860.382
oxtail,6,12.29,924.917
oxyacetylene,12,17.17,1292.933
oxygen,6,8.63,628.606
oxygenate,9,12.26,1026.724
oyster,6,8,799.586
oysters,7,8,747.6
ozone,5,12.79,651.613
pa,2,4.602,719.176
pace,4,8.21,645.387
paced,5,8.21,702.8059999999999
pacemaker,9,12.42,803.0649999999999
Pacer,5,12.06,839.6669999999999
Pacers,6,12.06,777.115
paces,5,8.21,678.818
pachyderm,9,11.45,944.25
pacifier,8,4.56,840.258
pacifism,8,13.39,884.37
pacifist,8,12.75,774.486
pacifistic,10,14.47,1019.458
pacify,6,10.37,652
pacing,6,8.21,656.094
pack,4,6.55,593.303
package,7,6.61,629.9409999999999
packaged,8,6.61,681.118
packages,8,6.61,573
packaging,9,8.89,757.1519999999999
packed,6,6.55,620.758
packers,7,10,664
packet,6,8.94,625.933
packets,7,8.94,664.2330000000001
packhorse,9,13.12,913.722
packing,7,6.55,618.719
packs,5,6.55,633.6469999999999
packsaddle,10,13.14,1028.4
pact,4,9.37,733.633
pad,3,8.83,609.5619999999999
padded,6,6.83,712.8
paddies,7,11.689,912.48
padding,7,8.45,705.656
paddle,6,6.58,659.1
paddock,7,12.42,692.393
paddy,5,11.689,814.882
padlock,7,8.84,759.677
padlocked,9,8.84,823.486
Padre,5,11.39,900.2
pads,4,8.83,601.625
paean,5,14.25,765.8
paella,6,14.45,1037.286
pagan,5,13,776.75
paganism,8,14.59,861.76
pagans,6,13,833.333
page,4,5.16,627.719
pageant,7,10,881.3
pageantry,9,10.53,1007.211
pageants,8,10,861.0369999999999
pages,5,5.16,626.818
paginate,8,16.29,977.5
pagination,10,15.5,1170.909
paging,6,11.45,666.516
pagoda,6,12.38,752.882
pagodas,7,12.38,806.2780000000001
paid,4,5.5,621.375
pail,4,6.16,666.125
pails,5,6.16,664.696
pain,4,4.26,549.9119999999999
pained,6,8.89,737.3639999999999
painful,7,6.44,581.121
painkiller,10,11.59,749.125
painless,8,8.91,601.686
pains,5,6.531,585.324
painstaking,11,11.17,836.586
paint,5,4.45,555.719
paintbox,8,6.35,784.182
paintbrush,10,6.22,648.9119999999999
painted,7,4.45,607.971
painter,7,5.6,656.765
painters,8,5.6,665.848
painting,8,5.26,625.576
paintings,9,5.26,691.758
paints,6,4.45,657.606
paintwork,9,10.3,876.1880000000001
pair,4,5.94,534.371
paired,6,5.94,692.212
pairs,5,5.94,672.742
paisley,7,11.29,885.7
pajama,6,4.27,761.414
pajamas,7,3.483,732.3119999999999
pal,3,5.74,513.0319999999999
palace,6,6.89,747.8669999999998
palaces,7,6.89,797.9
palatable,9,12.72,829.577
palate,6,11.72,875.2
palates,7,11.72,841.435
pale,4,6.95,571.935
paled,5,6.95,805.692
paleface,8,11.28,801.24
paleness,8,10,851.1669999999999
paleontology,12,12.83,1091.714
pales,5,6.95,772.37
palest,6,6.95,832.7330000000001
palette,7,10.5,885.1669999999999
palindrome,10,13,940.789
palindromes,11,13,906.95
pall,4,12.27,718.706
palladium,9,14,925.895
pallbearer,10,9.62,853.56
pallet,6,12,644.654
pallid,6,14.53,852.824
pallor,6,13.23,724.7780000000001
palm,4,6,617.903
palmed,6,6,759.1940000000001
palmetto,8,12.83,791.5930000000001
palmistry,9,14.64,890.308
palms,5,6,688.968
palomino,8,13.93,1200.444
palpitate,9,14.53,922.269
palpitation,11,14,1011.292
pals,4,5.74,603.968
palsy,5,14.25,895.3679999999999
paltry,6,9.82,722.833
pamper,6,9.33,669.4119999999999
pampered,8,9.33,734.3639999999999
pamphlet,8,9.5,708.719
pamphlets,9,9.5,683.906
pan,3,4.72,633.125
panacea,7,16.5,780.182
panaceas,8,16.5,823.533
panache,7,12.92,881.375
pancake,7,4.26,579.559
pancreas,8,12.84,807.903
panda,5,5.67,710
pandemic,8,12.26,871.3569999999999
pandemonium,11,14.24,917.379
pander,6,13.47,773.4209999999999
panders,7,13.47,845.176
pane,4,9.78,763.64
panel,5,9.11,633.091
paneling,8,8.22,741.3669999999998
panels,6,9.11,651.125
panes,5,9.78,769.682
pang,4,10.5,723.526
pangs,5,10.5,764.7890000000001
panhandle,9,11.82,780.182
panic,5,8.35,549.484
panicked,8,8.35,765.387
panicky,7,9.28,763.048
panorama,8,13.88,880.538
panoramic,9,12.39,902.469
pans,4,4.72,616.594
pansies,7,8.32,794.655
pansy,5,8.32,755.423
pant,4,5.94,645.3639999999999
pantheon,8,11.8,833.722
panther,7,6.67,718.656
panthers,8,6.67,768.909
panties,7,5.75,672.121
panting,7,5.94,695.7740000000001
pantomime,9,9.33,759.1669999999999
pantry,6,8.17,701.727
pants,5,3.227,581.5880000000001
pap,3,13,761.3159999999999
papa,4,3.05,672.258
papacy,6,13.35,720.1669999999999
papal,5,12,736.5219999999999
papaya,6,10.84,786.148
paper,5,4,623.235
paperback,9,7.94,672.9409999999999
paperbacks,10,7.94,657.1880000000001
paperboy,8,7.56,678.258
papers,6,4,657.545
paperweight,11,6.72,784
paperwork,9,7.53,626.424
papery,6,10.38,845.7780000000001
papillary,9,16.64,815.6
papist,6,13.92,829.7
papoose,7,10.77,855
paprika,7,9.63,735.3569999999999
papyrus,7,10.88,945.476
par,3,10.16,770.0419999999999
parable,7,11.24,678.48
parables,8,11.24,820.9639999999999
parabolic,9,14.54,889.038
parachute,9,7,691.1519999999999
parachutes,10,7,829.742
parade,6,6.53,643.382
paraded,7,6.53,774.893
parades,7,6.53,670.8389999999999
paradigm,8,16.6,830.538
paradigmatic,12,15.58,1098.562
paradigms,9,16.6,784.524
parading,8,6.53,813.731
paradise,8,8.67,660.176
paradox,7,13.78,723.7
paradoxical,11,13.81,778.939
paraffin,8,13.67,803.25
paragon,7,14.5,848.619
paragraph,9,7.05,634.303
paragraphs,10,7.05,759.6669999999999
parakeet,8,6.53,1050.071
parakeets,9,6.53,790.2080000000001
parallel,8,9.95,667.485
paralleled,10,9.95,788.906
parallelism,11,11.44,854.433
parallelogram,13,11.05,1131.115
parallels,9,9.95,875.909
paralysis,9,10.39,752.677
paralyze,8,9.67,683.7880000000001
paralyzed,9,9.67,721.515
paralyzes,9,9.67,783.2900000000001
parameter,9,10.95,758.323
parameters,10,10.95,775.759
paramilitary,12,13.21,1229.833
paranoia,8,12.79,865.531
paranoiac,9,15.5,1020.062
paranoid,8,12.3,667.625
paranormal,10,12.67,1000.926
parapet,7,12.42,853.929
parapets,8,12.42,792.143
paraphernalia,13,13.27,943.789
paraphrase,10,13.16,735.1469999999999
paraplegic,10,13.53,987.292
parapsychology,14,16.33,1224.45
parasite,8,9.94,781.7330000000001
parasites,9,9.94,849.4689999999999
parasitic,9,11.83,789.8059999999999
parasol,7,12.18,780.885
parasols,8,12.18,953
paratrooper,11,13.41,1054.5929999999998
paratroopers,12,13.41,1036.6429999999998
paratroops,10,11.8,1052.48
parcel,6,10.67,677.069
parceled,8,10.67,854.769
parcels,7,10.67,699.429
parch,5,11.82,861.091
parched,7,9.19,746.536
parchment,9,10.5,818.92
pardon,6,7.83,770.03
pardonable,10,11.41,955.778
pardoned,8,7.83,737.303
pardoner,8,12.32,932.923
pardons,7,7.83,725.606
pare,4,11.33,748.5559999999999
parent,6,4.22,597.438
parentage,9,12.75,1012.5
parental,8,10.26,700.576
parentheses,11,9.39,838.63
parenthesis,11,9.39,919.133
parenthood,10,8.47,696.094
parents,7,4.22,547.5880000000001
pariah,6,14.94,783.9169999999999
parish,6,10.79,634.094
parishes,8,10.79,789.259
parishioner,11,11.59,942.036
parishioners,12,11.59,974.913
parity,6,14.33,818.409
park,4,4.47,615.971
parka,5,10.32,708.6
parked,6,4.47,599.097
parking,7,5.94,650.935
parkland,8,9.56,857.7
parks,5,4.47,622.7740000000001
parlance,8,12.8,937.538
parlayed,8,13.56,1217.188
parley,6,13.56,653.5880000000001
parliament,10,12,815.759
parliamentarian,15,14.055,1232
parliamentary,13,12.44,889.207
parliaments,11,12,806.6569999999999
parlor,6,8.94,665.448
parlors,7,8.94,792.2669999999999
Parmesan,8,8.21,956.037
parochial,9,13.08,892.333
parodies,8,12.69,799.7669999999999
parody,6,12.69,791.2669999999999
parole,6,11.47,682.2669999999999
parolees,8,13.47,819.6669999999999
paroxysm,8,15.73,904.818
parrot,6,5.58,696.939
parrots,7,5.58,708.935
parry,5,11.145,766.5
pars,4,10.16,751.714
parse,5,12.85,864.444
parsimonious,12,14.71,968.25
parsley,7,8.95,705.6669999999999
parsnip,7,10.75,964.786
parsonage,9,13,946.909
part,4,5.11,654.938
partake,7,10.89,895.1850000000001
partaker,8,11.24,883.24
partakes,8,10.89,933.692
partaking,9,10.89,809.9639999999999
parted,6,5.11,743.548
partial,7,9.68,747.545
partiality,10,11.21,940.893
participant,11,8.42,651.697
participants,12,8.42,686.4549999999999
participate,11,7.05,698.606
participated,12,7.05,709.323
participates,12,7.05,745.7810000000001
participating,13,7.05,716.242
participation,13,7.56,710.029
participle,10,12.14,793.333
particle,8,10.28,674.0609999999999
particles,9,10.28,754.906
particular,10,8.05,701.4549999999999
particulars,11,11.699,878.375
particulate,11,14.2,871.308
parties,7,4.58,631.515
parting,7,7.89,716.75
partings,8,7.89,756.6669999999999
partisan,8,14.05,799.429
partisans,9,14.05,878.107
partition,9,14.25,815.8969999999999
partitions,10,14.25,935.4
partner,7,5.85,614.935
partnered,9,5.85,811.258
partners,8,5.85,739.4689999999999
partnership,11,9.89,704.576
partook,7,10.89,883.4669999999999
partridge,9,8.05,845.08
parts,5,5.11,684.743
party,5,4.58,539.71
pass,4,5.39,559.848
passable,8,9.79,815.5
passage,7,8.11,721.6469999999999
passages,8,8.11,744.107
passageway,10,8.56,880.265
passbook,8,14.55,751.172
passe,5,12.88,830.4169999999999
passed,6,5.39,674.0609999999999
passenger,9,6.65,694.323
passengers,10,6.65,676.9689999999999
passerby,8,9.84,733.0369999999999
passes,6,5.39,666.375
passing,7,5.39,694.697
passion,7,10.79,589.545
passionate,10,11.28,710.515
passionless,11,11.2,818.879
passions,8,10.79,685.559
passive,7,8.89,598.968
passivity,9,13.35,794.9
passkey,7,13.07,866.8459999999999
passport,8,12.16,685.7880000000001
password,8,8.83,614.471
past,4,6.78,618.3639999999999
pasta,5,5.78,565.8119999999999
paste,5,4.84,597.242
pasteboard,10,9.59,829.2730000000001
pasted,6,4.84,688.714
pastel,6,10.05,677.879
pastels,7,10.05,725.903
pastes,6,4.84,823.143
pastime,7,11.5,710.382
pastimes,8,11.5,716
pasting,7,4.84,682.5519999999999
pastor,6,6.79,664.2810000000001
pastoral,8,11.43,742.333
pastors,7,6.79,651.4519999999999
pastrami,8,8.42,1026.571
pastry,6,7.21,683.0669999999999
pasture,7,6.33,741.516
pastures,8,6.33,722.909
pasty,5,11.17,674.8669999999998
pat,3,5.071,634.7810000000001
patch,5,7.28,534.382
patched,7,7.28,672.485
patches,7,7.28,683.219
patchwork,9,8.65,666.697
patchy,6,9.22,785
pate,4,13.42,838.7780000000001
patella,7,14.25,945.087
patent,6,12.41,749.1519999999999
patented,8,11.53,712.0669999999999
patenting,9,12.41,786.56
patents,7,12.41,760.1790000000001
paternal,8,11.32,878.586
paternity,9,13.1,765.6
path,4,6.11,599.8439999999999
pathetic,8,9.15,678.125
pathfinder,10,12.22,743.0609999999999
pathless,8,11.79,738.75
pathogenic,10,16.24,921.034
pathologic,10,13.39,869.0319999999999
pathological,12,12.84,851.719
pathologist,11,14.6,830.848
pathology,9,14.05,713.2940000000001
pathos,6,13.13,852.1740000000001
paths,5,6.11,646.8669999999998
pathway,7,6.5,704.5
pathways,8,6.5,662.4689999999999
patience,8,7.68,673.1469999999999
patient,7,7.05,577.848
patients,8,7.05,656.6469999999999
patina,6,15.86,810.625
patio,5,8,661.1880000000001
patriarch,9,12.5,903.8669999999998
patriarchal,11,12.76,930.481
patriarchy,10,12.35,929.5
patrician,9,16.1,812.3199999999999
patricide,9,14,853.154
patrimony,9,15.31,807.05
patriot,7,10.14,652.545
patriotic,9,8.39,773.161
patriotism,10,9,814.2
patriots,8,10.14,672.727
patrol,6,8.56,675.576
patrolled,9,8.56,728.606
patrolling,10,8.56,870.935
patrolman,9,9.5,848.5930000000001
patrolmen,9,9.5,826.3599999999999
patrols,7,8.56,699.2669999999999
patron,6,12.56,691.7940000000001
patronage,9,12.95,797.111
patroness,9,12.29,901.526
patronize,9,11,830.25
patronized,10,11,856.3549999999999
patronizing,11,12.56,809.8669999999998
patrons,7,12.56,732.161
patted,6,5.071,645.161
patter,6,9.18,803.231
pattern,7,6.89,586.029
patterned,9,8.76,788.25
patterns,8,6.89,675.879
patting,7,5.071,740.903
paucity,7,15.6,825.5
paunch,6,12.62,639.714
paunchy,7,14.13,726.933
pauper,6,9.44,829.958
pause,5,6.75,581.531
paused,6,6.75,567.594
